asset_id,logical_name,scientific_stage,asset_type,absolute_path,relative_repo_path,exists,size_bytes,file_count,sha256,formal_or_development,used_by,canonical_source,duplicate_group,proposed_upload_class,reason,notes,shared_asset,development_benchmark,untouched_final_confirmation
asset_0035,outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200_q400_t1200_t1800_t2400/per_q_metrics.csv,R1,metrics_csv,/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200_q400_t1200_t1800_t2400/per_q_metrics.csv,outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200_q400_t1200_t1800_t2400/per_q_metrics.csv,True,152072,1,6d78f94a719a8d51dd38a97d1a60518f056b6e516b24a23461d0b4aaa2dcfead,formal_development_benchmark,"[""R1""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r1_multilen_t600-800-1000-1200_q400_t1200_t1800_t2400/per_q_metrics.csv,,MUST_UPLOAD,Final canonical-Q400 raw-xyz A1 result used in the R0-R3 scientific comparison.,[],False,True,False
asset_0036,outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200_best_q400_t1200_t1800_t2400/r2_a1_length_extrapolation_summary.json,R2,metrics_summary,/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200_best_q400_t1200_t1800_t2400/r2_a1_length_extrapolation_summary.json,outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200_best_q400_t1200_t1800_t2400/r2_a1_length_extrapolation_summary.json,True,303277,1,b449baf194a0f145baf7d50cc8d12c908fa728eb87ffcdad70855a9e608371a3,formal_development_benchmark,"[""R2""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200_best_q400_t1200_t1800_t2400/r2_a1_length_extrapolation_summary.json,,MUST_UPLOAD,Final canonical-Q400 raw-xyz A1 result used in the R0-R3 scientific comparison.,[],False,True,False
asset_0037,outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200_best_q400_t1200_t1800_t2400/r2_lambda_window_metrics.csv,R2,metrics_csv,/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200_best_q400_t1200_t1800_t2400/r2_lambda_window_metrics.csv,outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200_best_q400_t1200_t1800_t2400/r2_lambda_window_metrics.csv,True,2313,1,a6b0804c2d29fdef14131380064016786ee7ee686dcf4becd23f42930df34f66,formal_development_benchmark,"[""R2""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200_best_q400_t1200_t1800_t2400/r2_lambda_window_metrics.csv,,MUST_UPLOAD,Final canonical-Q400 raw-xyz A1 result used in the R0-R3 scientific comparison.,[],False,True,False
asset_0038,outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200_best_q400_t1200_t1800_t2400/r2_per_q_metrics.csv,R2,metrics_csv,/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200_best_q400_t1200_t1800_t2400/r2_per_q_metrics.csv,outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200_best_q400_t1200_t1800_t2400/r2_per_q_metrics.csv,True,150159,1,f894a9f498c2a2949830eb9fb26c2baadfbbd9e4c614e9508e3948680acdee04,formal_development_benchmark,"[""R2""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r2_q-s-ell_multilen_t600-800-1000-1200_best_q400_t1200_t1800_t2400/r2_per_q_metrics.csv,,MUST_UPLOAD,Final canonical-Q400 raw-xyz A1 result used in the R0-R3 scientific comparison.,[],False,True,False
asset_0039,outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_fixed_q400_t1200_t1800_t2400/r3_a1_length_extrapolation_summary.json,R3,metrics_summary,/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_fixed_q400_t1200_t1800_t2400/r3_a1_length_extrapolation_summary.json,outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_fixed_q400_t1200_t1800_t2400/r3_a1_length_extrapolation_summary.json,True,55032,1,04c7eeb50446b2eafba4a700894257f01c33ed23078db8ce61c88ad0168caebf,formal_development_benchmark,"[""R3""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_fixed_q400_t1200_t1800_t2400/r3_a1_length_extrapolation_summary.json,,MUST_UPLOAD,Final canonical-Q400 raw-xyz A1 result used in the R0-R3 scientific comparison.,[],False,True,False
asset_0040,outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_fixed_q400_t1200_t1800_t2400/r3_lambda_window_metrics.csv,R3,metrics_csv,/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_fixed_q400_t1200_t1800_t2400/r3_lambda_window_metrics.csv,outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_fixed_q400_t1200_t1800_t2400/r3_lambda_window_metrics.csv,True,2310,1,0a7e6d5b7d92bd87657c236fb2eadef808814be53940d311e46782f2dd7c1fa6,formal_development_benchmark,"[""R3""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_fixed_q400_t1200_t1800_t2400/r3_lambda_window_metrics.csv,,MUST_UPLOAD,Final canonical-Q400 raw-xyz A1 result used in the R0-R3 scientific comparison.,[],False,True,False
asset_0041,outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_fixed_q400_t1200_t1800_t2400/r3_per_q_metrics.csv,R3,metrics_csv,/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_fixed_q400_t1200_t1800_t2400/r3_per_q_metrics.csv,outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_fixed_q400_t1200_t1800_t2400/r3_per_q_metrics.csv,True,149596,1,3d5e3afa989c47433d8de6538931b52b0bad0225d69db53f8bfe960b692528fa,formal_development_benchmark,"[""R3""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/fno2d_m16x32_w64_d4_e500_r3_physicalfreq_multilen_t600-800-1000-1200_best_fixed_q400_t1200_t1800_t2400/r3_per_q_metrics.csv,,MUST_UPLOAD,Final canonical-Q400 raw-xyz A1 result used in the R0-R3 scientific comparison.,[],False,True,False
asset_0042,outputs/formal_a1_length_extrapolation/q400_t1200_t1800_t2400_w0p5/a1_length_extrapolation_summary.json,R0,metrics_summary,/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/q400_t1200_t1800_t2400_w0p5/a1_length_extrapolation_summary.json,outputs/formal_a1_length_extrapolation/q400_t1200_t1800_t2400_w0p5/a1_length_extrapolation_summary.json,True,301002,1,3066342781a185fe9fa671c5c004855fc72d06c46ccb4a7acb49968b8f2811a6,formal_development_benchmark,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/q400_t1200_t1800_t2400_w0p5/a1_length_extrapolation_summary.json,,MUST_UPLOAD,Final canonical-Q400 raw-xyz A1 result used in the R0-R3 scientific comparison.,[],False,True,False
asset_0043,outputs/formal_a1_length_extrapolation/q400_t1200_t1800_t2400_w0p5/lambda_window_metrics.csv,R0,metrics_csv,/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/q400_t1200_t1800_t2400_w0p5/lambda_window_metrics.csv,outputs/formal_a1_length_extrapolation/q400_t1200_t1800_t2400_w0p5/lambda_window_metrics.csv,True,2314,1,4be30e8b36f7c22ee2c402ca154310b8864da85c3d8efb51bd665d51b1930bc9,formal_development_benchmark,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/q400_t1200_t1800_t2400_w0p5/lambda_window_metrics.csv,,MUST_UPLOAD,Final canonical-Q400 raw-xyz A1 result used in the R0-R3 scientific comparison.,[],False,True,False
asset_0044,outputs/formal_a1_length_extrapolation/q400_t1200_t1800_t2400_w0p5/per_q_metrics.csv,R0,metrics_csv,/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/q400_t1200_t1800_t2400_w0p5/per_q_metrics.csv,outputs/formal_a1_length_extrapolation/q400_t1200_t1800_t2400_w0p5/per_q_metrics.csv,True,153110,1,d352da95a912ce4870f871352252342d2b2c0eda95df43b30a5c12941a1a5670,formal_development_benchmark,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/formal_a1_length_extrapolation/q400_t1200_t1800_t2400_w0p5/per_q_metrics.csv,,MUST_UPLOAD,Final canonical-Q400 raw-xyz A1 result used in the R0-R3 scientific comparison.,[],False,True,False
asset_0045,outputs/length_change_prediction_consistency/q400_t1200_t1800_all_canonical_q.json,R0,diagnostic_summary,/home/shanjinshuo/fno_kerr/kerr_project/outputs/length_change_prediction_consistency/q400_t1200_t1800_all_canonical_q.json,outputs/length_change_prediction_consistency/q400_t1200_t1800_all_canonical_q.json,True,198563,1,c1e4b7d14d22929a38da9e8df751688fc340f63db2771955ee9d5b843c0dc6f2,development_diagnostic,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/length_change_prediction_consistency/q400_t1200_t1800_all_canonical_q.json,,MUST_UPLOAD,Final compact evidence for the recorded Plan A mechanism or validation-response conclusion.,[],False,False,False
asset_0046,outputs/length_dataset_identity_validation/q400_t1200_t1800_t2400_prefix_identity.json,A0,qualification,/home/shanjinshuo/fno_kerr/kerr_project/outputs/length_dataset_identity_validation/q400_t1200_t1800_t2400_prefix_identity.json,outputs/length_dataset_identity_validation/q400_t1200_t1800_t2400_prefix_identity.json,True,35132,1,04f68349d79f3946a3aa1aa269209da2b5bae3bee36b9be3d42c9224851becc4,qualification,"[""A0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/length_dataset_identity_validation/q400_t1200_t1800_t2400_prefix_identity.json,,MUST_UPLOAD,Final compact evidence for the recorded Plan A mechanism or validation-response conclusion.,[],False,False,False
asset_0047,outputs/m3_internal_length_sensitivity/q400_t1200_t1800_t2400/m3_internal_length_sensitivity_summary.json,M3,diagnostic_summary,/home/shanjinshuo/fno_kerr/kerr_project/outputs/m3_internal_length_sensitivity/q400_t1200_t1800_t2400/m3_internal_length_sensitivity_summary.json,outputs/m3_internal_length_sensitivity/q400_t1200_t1800_t2400/m3_internal_length_sensitivity_summary.json,True,12404,1,8055462300685aab9c789974caba56907cb5e95602c9e8a6032a6e7e49fc5375,development_diagnostic,"[""M3""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/m3_internal_length_sensitivity/q400_t1200_t1800_t2400/m3_internal_length_sensitivity_summary.json,,MUST_UPLOAD,Final compact evidence for the recorded Plan A mechanism or validation-response conclusion.,[],False,False,False
asset_0048,outputs/m3_internal_length_sensitivity/q400_t1200_t1800_t2400/m3_spectral_mode_comparison.csv,M3,diagnostic_csv,/home/shanjinshuo/fno_kerr/kerr_project/outputs/m3_internal_length_sensitivity/q400_t1200_t1800_t2400/m3_spectral_mode_comparison.csv,outputs/m3_internal_length_sensitivity/q400_t1200_t1800_t2400/m3_spectral_mode_comparison.csv,True,47101,1,86c7c87cd70b89e574c8d8cf5b75b893a515a85a980e185e08e0e70a7d95bd96,development_diagnostic,"[""M3""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/m3_internal_length_sensitivity/q400_t1200_t1800_t2400/m3_spectral_mode_comparison.csv,,MUST_UPLOAD,Final compact evidence for the recorded Plan A mechanism or validation-response conclusion.,[],False,False,False
asset_0049,outputs/m3_internal_length_sensitivity/q400_t1200_t1800_t2400/m3_stage_comparison.csv,M3,diagnostic_csv,/home/shanjinshuo/fno_kerr/kerr_project/outputs/m3_internal_length_sensitivity/q400_t1200_t1800_t2400/m3_stage_comparison.csv,outputs/m3_internal_length_sensitivity/q400_t1200_t1800_t2400/m3_stage_comparison.csv,True,2615,1,4d5e36d2eb08a33bb6da500e9fc372514e508a51809f53fd2993d9283ae048a9,development_diagnostic,"[""M3""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/m3_internal_length_sensitivity/q400_t1200_t1800_t2400/m3_stage_comparison.csv,,MUST_UPLOAD,Final compact evidence for the recorded Plan A mechanism or validation-response conclusion.,[],False,False,False
asset_0050,outputs/m4b_lambda_clamp/q400_t1200_t1800_t2400/m4b_intervention_response.csv,M4b,diagnostic_csv,/home/shanjinshuo/fno_kerr/kerr_project/outputs/m4b_lambda_clamp/q400_t1200_t1800_t2400/m4b_intervention_response.csv,outputs/m4b_lambda_clamp/q400_t1200_t1800_t2400/m4b_intervention_response.csv,True,1147,1,5f25a9c67484d396c16cb6044c6180ab6c2eed1870b49d229fc2bd28b51ef2af,development_diagnostic,"[""M4a"", ""M4b""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/m4b_lambda_clamp/q400_t1200_t1800_t2400/m4b_intervention_response.csv,,MUST_UPLOAD,Final compact evidence for the recorded Plan A mechanism or validation-response conclusion.,"[""Nonphysical mechanism probe; clamp-arm errors are not valid physical model-performance evidence.""]",False,False,False
asset_0051,outputs/m4b_lambda_clamp/q400_t1200_t1800_t2400/m4b_lambda_clamp_summary.json,M4b,diagnostic_summary,/home/shanjinshuo/fno_kerr/kerr_project/outputs/m4b_lambda_clamp/q400_t1200_t1800_t2400/m4b_lambda_clamp_summary.json,outputs/m4b_lambda_clamp/q400_t1200_t1800_t2400/m4b_lambda_clamp_summary.json,True,18770,1,c9e8f2f92b3c057c2bcc1f802438852ab24f10c06797eef230750d51cd164f62,development_diagnostic,"[""M4a"", ""M4b""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/m4b_lambda_clamp/q400_t1200_t1800_t2400/m4b_lambda_clamp_summary.json,,MUST_UPLOAD,Final compact evidence for the recorded Plan A mechanism or validation-response conclusion.,"[""Nonphysical mechanism probe; clamp-arm errors are not valid physical model-performance evidence.""]",False,False,False
asset_0052,outputs/m4b_lambda_clamp/q400_t1200_t1800_t2400/m4b_stage_comparison.csv,M4b,diagnostic_csv,/home/shanjinshuo/fno_kerr/kerr_project/outputs/m4b_lambda_clamp/q400_t1200_t1800_t2400/m4b_stage_comparison.csv,outputs/m4b_lambda_clamp/q400_t1200_t1800_t2400/m4b_stage_comparison.csv,True,4090,1,aff749bbef09452c78d227c7da95bdf426cd04e42c2de1e4ef1189e68e752c07,development_diagnostic,"[""M4a"", ""M4b""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/m4b_lambda_clamp/q400_t1200_t1800_t2400/m4b_stage_comparison.csv,,MUST_UPLOAD,Final compact evidence for the recorded Plan A mechanism or validation-response conclusion.,"[""Nonphysical mechanism probe; clamp-arm errors are not valid physical model-performance evidence.""]",False,False,False
asset_0053,outputs/plan_b_q400_t1200_to_t2399/frozen_fno_resolution_generalization/coarse_prediction_raw_xyz.npy,R0,prediction,/home/shanjinshuo/fno_kerr/kerr_project/outputs/plan_b_q400_t1200_to_t2399/frozen_fno_resolution_generalization/coarse_prediction_raw_xyz.npy,outputs/plan_b_q400_t1200_to_t2399/frozen_fno_resolution_generalization/coarse_prediction_raw_xyz.npy,True,5760128,1,60d2ec8c089ceededc2dbbd9ad6726287b94ba76da50e9dc89cb6a8ab1763c64,shared_native_baseline,"[""R0_T1200"", ""Plan_B_coarse_anchor""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/plan_b_q400_t1200_to_t2399/frozen_fno_resolution_generalization/coarse_prediction_raw_xyz.npy,,MUST_UPLOAD,Only the shared native T1200 arm is reused: same R0 checkpoint and canonical Q400; fine-grid predictions and Plan B-only assets are excluded.,"[""Summary contains Plan B context; only coarse baseline is in Plan A scope.""]",True,False,False
asset_0054,outputs/plan_b_q400_t1200_to_t2399/frozen_fno_resolution_generalization/experiment_summary.json,R0,prediction_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/plan_b_q400_t1200_to_t2399/frozen_fno_resolution_generalization/experiment_summary.json,outputs/plan_b_q400_t1200_to_t2399/frozen_fno_resolution_generalization/experiment_summary.json,True,89241,1,ffa7211ab9b799b007075c12004fc2af76568f532844f0bd2cd86267a8c5dbdc,shared_native_baseline,"[""R0_T1200"", ""Plan_B_coarse_anchor""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/plan_b_q400_t1200_to_t2399/frozen_fno_resolution_generalization/experiment_summary.json,,MUST_UPLOAD,Only the shared native T1200 arm is reused: same R0 checkpoint and canonical Q400; fine-grid predictions and Plan B-only assets are excluded.,"[""Summary contains Plan B context; only coarse baseline is in Plan A scope.""]",True,False,False
asset_0055,outputs/plan_b_q400_t1200_to_t2399/frozen_fno_resolution_generalization/metrics.json,R0,prediction_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/plan_b_q400_t1200_to_t2399/frozen_fno_resolution_generalization/metrics.json,outputs/plan_b_q400_t1200_to_t2399/frozen_fno_resolution_generalization/metrics.json,True,1610,1,aba2a0288e1686dc0526bdfaf7293a96a2ebd712d2e421bcd62263a8b85c933c,shared_native_baseline,"[""R0_T1200"", ""Plan_B_coarse_anchor""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/plan_b_q400_t1200_to_t2399/frozen_fno_resolution_generalization/metrics.json,,MUST_UPLOAD,Only the shared native T1200 arm is reused: same R0 checkpoint and canonical Q400; fine-grid predictions and Plan B-only assets are excluded.,"[""Summary contains Plan B context; only coarse baseline is in Plan A scope.""]",True,False,False
asset_0056,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/analysis/analysis_summary.json,R0,historical_auxiliary,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/analysis/analysis_summary.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/analysis/analysis_summary.json,True,13248,1,bc0af88b18c156f409f88c9f6dec137d5db722c3f9d451c8bb31f81eae83f628,historical_auxiliary,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/analysis/analysis_summary.json,,DO_NOT_UPLOAD,Historical auxiliary output is not needed to reconstruct the final Plan A conclusions.,[],False,False,False
asset_0057,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/checkpoints/best_model.pt,R0,best_checkpoint,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/checkpoints/best_model.pt,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/checkpoints/best_model.pt,True,402989986,1,db5cb795af32a91a24ef61c0b87e07fa7352be62201dfa8ca834dd31b5d63b33,selected_training_checkpoint,"[""R0"", ""M3"", ""M4a"", ""M4b""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/checkpoints/best_model.pt,,RECOMMENDED_UPLOAD,The unique selected BEST required for future controlled inference and checkpoint-level verification.,[],True,False,False
asset_0058,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/checkpoints/last_model.pt,R0,last_checkpoint,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/checkpoints/last_model.pt,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/checkpoints/last_model.pt,True,402989986,1,76253ad8c90899c8edfbd40a5af76c5d21f913a38c7d5010f2d92544c2308d29,historical_auxiliary,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/checkpoints/last_model.pt,,DO_NOT_UPLOAD,BEST exists and reproduces the reported result; LAST is not needed for the mentor package.,[],False,False,False
asset_0059,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/metrics.json,R0,historical_metrics,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/metrics.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/metrics.json,True,481,1,406949a1a4826ba4e6f32df74b67d64ca46e4695f6eaa56e68ff7abf5814de6c,historical_auxiliary,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/metrics.json,,DO_NOT_UPLOAD,"Original training-task test300 output, not the independent canonical Q400 Plan A comparison.",[],False,False,False
asset_0060,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/predictions.npy,R0,prediction_auxiliary,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/predictions.npy,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/predictions.npy,True,4320128,1,572c315842ab1bbf7d4f9c9610ea149fac6d042f033181fc11116a4eadd0f644,historical_auxiliary,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/predictions.npy,,DO_NOT_UPLOAD,"Original training-task test300 output, not the independent canonical Q400 Plan A comparison.",[],False,False,False
asset_0061,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/predictions_model_space.npy,R0,prediction_auxiliary,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/predictions_model_space.npy,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/predictions_model_space.npy,True,4320128,1,42b29e3cbc318e3d6af6edad6fbd8c55d633d5941e6bd78ee50b20286c874f18,historical_auxiliary,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/predictions_model_space.npy,,DO_NOT_UPLOAD,"Original training-task test300 output, not the independent canonical Q400 Plan A comparison.",[],False,False,False
asset_0062,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/targets.npy,R0,prediction_auxiliary,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/targets.npy,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/targets.npy,True,4320128,1,d57dfc1d3a10f01f65c10fa3515d945eba00f96aae2a36eda88d285d719ac1a2,historical_auxiliary,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/targets.npy,,DO_NOT_UPLOAD,"Original training-task test300 output, not the independent canonical Q400 Plan A comparison.",[],False,False,False
asset_0063,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/targets_model_space.npy,R0,prediction_auxiliary,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/targets_model_space.npy,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/targets_model_space.npy,True,4320128,1,0a8936f465586dbe240ab24a83e3e54a28f741e1f8acfca7d88f3f384300ef93,historical_auxiliary,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/targets_model_space.npy,,DO_NOT_UPLOAD,"Original training-task test300 output, not the independent canonical Q400 Plan A comparison.",[],False,False,False
asset_0064,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/targets_raw_reference.npy,R0,prediction_auxiliary,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/targets_raw_reference.npy,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/targets_raw_reference.npy,True,4320128,1,760e9af6c22b2762d127922a8530bdf04267267d100ffc7ce8729d6a1733732b,historical_auxiliary,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/targets_raw_reference.npy,,DO_NOT_UPLOAD,"Original training-task test300 output, not the independent canonical Q400 Plan A comparison.",[],False,False,False
asset_0065,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/timing.json,R0,historical_metrics,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/timing.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/timing.json,True,1504,1,1f1a1326d53092f6c4023d1f35aff0a2622414ba260e5361b5288cc8e09eb365,historical_auxiliary,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/inference/timing.json,,DO_NOT_UPLOAD,"Original training-task test300 output, not the independent canonical Q400 Plan A comparison.",[],False,False,False
asset_0066,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/logs/train_history.json,R0,training_provenance,/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/logs/train_history.json,outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/logs/train_history.json,True,76286,1,011ccbb0f66513bd3a28f4954bc551cba9b2b423bacf28de7f0263e3c683eee3,formal_training_record,"[""R0""]",/home/shanjinshuo/fno_kerr/kerr_project/outputs/q_1p6-3_n2000_t1200/fno2d_m16x32_w64_d4_e500/logs/train_history.json,,RECOMMENDED_UPLOAD,"Training completion, normalization, validation selection and original task provenance.",[],False,False,False
